#{"t_start": 1788786548.8980725, "env_id": "None"}
r,l,t
667.638,300,648.914227
649.78064,300,648.914393
353.92828,300,648.914409
658.7078,300,648.914418
360.66165,300,648.914425
578.2962,300,648.914432
543.95624,300,648.914438
-682.9133,300,648.914447
289.4254,300,648.914454
690.9423,300,648.91446
602.9292,300,648.914467
640.8378,300,648.914473
349.2517,300,648.914483
482.41937,300,648.91449
365.1065,300,648.914495
499.87094,300,648.914501
233.25899,300,648.914507
632.31793,300,648.914514
268.34705,300,648.91452
573.34076,300,648.914526
334.68228,300,648.914531
138.45532,300,648.914538
272.0595,300,648.914548
394.31583,300,648.914554
667.8454,300,648.91456
31.314268,300,648.914566
191.03162,300,648.914573
429.79153,300,648.91458
177.96295,300,648.914601
483.08688,300,648.914611
79.41645,300,648.914621
353.9852,300,648.914627
218.75172,300,648.914636
567.53503,300,648.914642
387.29608,300,648.914648
419.99945,300,648.914654
623.9744,300,648.91466
685.4646,300,648.914665
610.8845,300,648.914671
207.78891,300,648.914677
125.37833,300,648.914683
559.8497,300,648.914689
232.58136,300,648.914697
629.3231,300,648.914703
417.40854,300,648.914709
279.3046,300,648.914715
657.8163,300,648.91472
441.93567,300,648.914726
626.54156,300,1290.527979
631.4735,300,1290.528102
297.33398,300,1290.528114
603.77106,300,1290.528121
297.72568,300,1290.528127
527.9459,300,1290.528134
520.47955,300,1290.52814
-603.4107,300,1290.528146
267.28397,300,1290.528152
641.94904,300,1290.528158
558.5967,300,1290.528165
575.87335,300,1290.528171
320.3401,300,1290.528178
442.2028,300,1290.528184
304.34586,300,1290.52819
452.26453,300,1290.528196
190.72774,300,1290.528203
602.9684,300,1290.528208
205.76964,300,1290.528214
532.6187,300,1290.52822
280.60406,300,1290.528226
-212.19032,300,1290.528232
264.90076,300,1290.528239
366.67026,300,1290.528245
646.86554,300,1290.52825
-1357.4169,300,1290.528256
157.89165,300,1290.528262
398.70987,300,1290.528269
-78.70149,300,1290.528275
434.1786,300,1290.52828
-2850.1213,300,1290.528286
322.38776,300,1290.528292
167.94981,300,1290.528303
535.78503,300,1290.528309
353.58417,300,1290.528315
394.5451,300,1290.528321
603.80475,300,1290.528327
656.6062,300,1290.528332
565.5694,300,1290.528338
206.60265,300,1290.528344
-1088.3507,300,1290.52835
507.57236,300,1290.528355
196.49905,300,1290.528364
530.5697,300,1290.52837
397.90305,300,1290.528376
247.27608,300,1290.528382
623.59015,300,1290.528388
410.74966,300,1290.528394
705.0554,300,1937.130372
716.86096,300,1937.130455
363.04544,300,1937.130467
662.2362,300,1937.130474
331.01392,300,1937.130481
615.6878,300,1937.130487
604.767,300,1937.130493
165.66994,300,1937.130499
257.60043,300,1937.130506
724.52374,300,1937.130512
645.63696,300,1937.130518
679.7775,300,1937.130525
413.34427,300,1937.130532
501.55765,300,1937.130539
344.23547,300,1937.130545
508.7829,300,1937.130551
207.98279,300,1937.130557
686.3213,300,1937.130562
236.3214,300,1937.130568
634.7638,300,1937.130574
333.91187,300,1937.130579
91.72206,300,1937.130585
296.9287,300,1937.130592
436.69473,300,1937.130598
730.5261,300,1937.130605
-1492.9727,300,1937.130612
170.48965,300,1937.130618
458.4677,300,1937.130624
164.47484,300,1937.13063
479.65244,300,1937.130636
-2981.4128,300,1937.130643
346.77472,300,1937.130649
221.21704,300,1937.130657
627.0839,300,1937.130664
401.29532,300,1937.130669
456.7725,300,1937.130675
696.6989,300,1937.130681
774.4014,300,1937.130687
634.3436,300,1937.130693
244.75435,300,1937.130699
111.14683,300,1937.130705
583.1579,300,1937.130711
302.60883,300,1937.130717
662.9595,300,1937.130723
433.99823,300,1937.130729
257.48605,300,1937.130735
718.86035,300,1937.130741
570.16,300,1937.130747
540.03534,300,2599.023161
557.43915,300,2599.023243
239.72968,300,2599.023255
508.76785,300,2599.023262
271.53784,300,2599.023268
493.9778,300,2599.023275
436.99896,300,2599.023282
207.5466,300,2599.023288
265.0415,300,2599.023294
545.0812,300,2599.0233
503.06738,300,2599.023308
449.19626,300,2599.023317
296.45413,300,2599.023324
365.0509,300,2599.023331
253.26538,300,2599.023337
407.13766,300,2599.023342
189.04103,300,2599.023349
539.2604,300,2599.023354
229.71645,300,2599.02336
