#{"t_start": 1788799527.8694158, "env_id": "None"}
r,l,t
409.6219,300,659.30081
198.60837,300,659.300916
347.44403,300,659.300928
336.44333,300,659.300936
113.78754,300,659.300942
166.16856,300,659.300949
312.7264,300,659.300955
358.93692,300,659.300964
226.80057,300,659.300971
181.51572,300,659.300977
295.7967,300,659.300983
247.10771,300,659.300989
314.53268,300,659.300997
132.40038,300,659.301003
373.311,300,659.301009
169.7956,300,659.301015
342.73438,300,659.301021
191.022,300,659.301027
101.48992,300,659.301033
238.04433,300,659.301039
268.4607,300,659.301045
309.503,300,659.301051
81.815315,300,659.301058
159.03966,300,659.301064
288.1057,300,659.301069
-223.40251,300,659.301076
275.3299,300,659.301082
-3016.0469,300,659.30109
204.50595,300,659.301097
128.27843,300,659.301104
333.15726,300,659.301111
221.3137,300,659.301117
290.5915,300,659.301124
370.11188,300,659.30113
223.38283,300,659.301136
357.19156,300,659.301142
148.93864,300,659.301147
-924.04193,300,659.301154
315.4826,300,659.30116
145.90204,300,659.301166
220.55714,300,659.301171
254.82935,300,659.301177
157.09528,300,659.301183
398.47708,300,659.301189
208.40936,300,659.301195
335.26068,300,659.301201
-1925.2772,300,659.301206
153.43384,300,659.301212
422.23175,300,1334.461438
211.50137,300,1334.461528
269.27646,300,1334.461539
237.11269,300,1334.461546
81.606125,300,1334.461553
141.03687,300,1334.461559
503.08197,300,1334.461565
297.76166,300,1334.461571
216.27744,300,1334.461576
174.27194,300,1334.461583
216.08347,300,1334.461589
246.45657,300,1334.461595
201.38011,300,1334.461602
118.958954,300,1334.461608
382.64963,300,1334.461614
114.56927,300,1334.46162
316.18204,300,1334.461627
124.40605,300,1334.461632
73.34159,300,1334.461638
204.76866,300,1334.461644
252.87825,300,1334.46165
522.99963,300,1334.461656
-1111.4912,300,1334.461662
136.62146,300,1334.461668
203.42558,300,1334.461674
106.932144,300,1334.461679
202.62859,300,1334.461686
51.06525,300,1334.461692
133.43852,300,1334.461698
93.47821,300,1334.461704
261.92883,300,1334.46171
147.64986,300,1334.461716
238.62782,300,1334.461722
412.59906,300,1334.461728
305.5289,300,1334.461734
312.24222,300,1334.46174
140.47214,300,1334.461745
71.73691,300,1334.461751
232.52013,300,1334.461756
158.74991,300,1334.461762
291.09,300,1334.461768
179.2992,300,1334.461774
149.89902,300,1334.46178
500.78903,300,1334.461786
229.34875,300,1334.461792
278.63016,300,1334.461798
43.44411,300,1334.461803
102.69846,300,1334.461809
589.3674,300,1980.611504
340.8086,300,1980.611605
492.9346,300,1980.611616
482.77524,300,1980.611623
-806.4687,300,1980.61163
255.091,300,1980.611636
612.4387,300,1980.611643
521.1352,300,1980.611649
400.9066,300,1980.611656
290.61966,300,1980.611662
428.41022,300,1980.611668
361.20105,300,1980.611675
403.49863,300,1980.611681
203.79651,300,1980.611687
575.1983,300,1980.611693
274.0057,300,1980.611699
452.37592,300,1980.611705
308.95633,300,1980.611711
101.16968,300,1980.611717
318.69525,300,1980.611723
401.99554,300,1980.61173
631.49554,300,1980.611736
106.31189,300,1980.611743
189.47945,300,1980.611748
377.6088,300,1980.611755
155.98645,300,1980.611762
425.81448,300,1980.611769
-3317.9395,300,1980.611775
313.35272,300,1980.611781
147.04636,300,1980.611788
429.2961,300,1980.611793
367.84293,300,1980.611799
399.2224,300,1980.611807
597.8834,300,1980.611813
418.26602,300,1980.61182
524.2419,300,1980.611825
281.5135,300,1980.611831
-1151.0111,300,1980.611837
476.2291,300,1980.611843
284.33447,300,1980.611848
410.87878,300,1980.611854
388.38965,300,1980.61186
237.79156,300,1980.611866
642.02344,300,1980.611872
378.0963,300,1980.611877
505.23248,300,1980.611883
78.30232,300,1980.611889
193.10762,300,1980.611895
631.80566,300,2640.594969
274.64972,300,2640.5952
522.6291,300,2640.595213
517.0233,300,2640.595221
176.64943,300,2640.595228
241.70024,300,2640.595234
663.17755,300,2640.595243
548.42847,300,2640.59525
406.8867,300,2640.595256
296.3354,300,2640.595262
466.3093,300,2640.595277
315.39304,300,2640.595284
438.13574,300,2640.595292
211.12302,300,2640.595298
611.88995,300,2640.595304
266.554,300,2640.595317
449.44092,300,2640.595324
312.37585,300,2640.595331
136.1403,300,2640.595337
290.8072,300,2640.595343
368.75848,300,2640.595349
664.9358,300,2640.595355
111.88328,300,2640.595362
220.0598,300,2640.595368
407.91583,300,2640.595375
175.76996,300,2640.595381
440.60144,300,2640.595387
99.07643,300,2640.595393
329.3072,300,2640.5954
202.69365,300,2640.595406
502.56772,300,2640.595412
358.67856,300,2640.595418
393.98816,300,2640.595425
621.01654,300,2640.595431
448.82022,300,2640.595437
547.835,300,2640.595443
235.27481,300,2640.595449
148.39062,300,2640.595455
496.23898,300,2640.595461
273.04782,300,2640.595467
388.4059,300,2640.595473
407.91342,300,2640.595479
247.8383,300,2640.595485
655.433,300,2640.595492
362.46616,300,2640.595497
534.7303,300,2640.595503
86.63979,300,2640.59551
222.1563,300,2640.595516
596.35095,300,3301.600868
281.1819,300,3301.600979
497.8443,300,3301.60099
481.29074,300,3301.600997
-1014.7965,300,3301.601005
231.1429,300,3301.601011
619.6984,300,3301.601017
546.5936,300,3301.601023
489.68045,300,3301.601029
328.07336,300,3301.601035
382.88058,300,3301.601041
281.60104,300,3301.601047
356.25946,300,3301.601054
219.08841,300,3301.60106
591.784,300,3301.601067
137.07838,300,3301.601073
459.093,300,3301.601079
160.55687,300,3301.601085
-422.20715,300,3301.601091
240.32184,300,3301.601096
349.48438,300,3301.601102
627.6988,300,3301.601108
-1612.1238,300,3301.60112
141.58263,300,3301.601127
