#{"t_start": 1788796160.6919053, "env_id": "None"}
r,l,t
138.14697,300,693.658465
303.49698,300,693.65862
294.59348,300,693.658634
126.77908,300,693.658643
162.03252,300,693.658649
387.41257,300,693.658656
314.47702,300,693.658662
239.94923,300,693.658671
156.02165,300,693.658679
274.91385,300,693.658685
168.22093,300,693.658691
248.70213,300,693.658697
124.56858,300,693.658704
324.68192,300,693.65871
173.77318,300,693.658716
297.89502,300,693.658722
181.67754,300,693.658728
101.944084,300,693.658734
163.31342,300,693.65874
199.75328,300,693.658746
378.55316,300,693.658752
94.06207,300,693.658758
139.83698,300,693.658765
242.24196,300,693.658771
126.40868,300,693.658776
245.34642,300,693.658783
-2577.9338,300,693.658789
208.42531,300,693.658799
74.63806,300,693.658806
273.41605,300,693.658813
217.0041,300,693.65882
253.89943,300,693.658826
338.82718,300,693.658834
201.9977,300,693.65884
317.20456,300,693.658846
132.25859,300,693.658852
114.24724,300,693.658858
278.83313,300,693.658863
108.90304,300,693.658869
172.61174,300,693.658875
217.7856,300,693.658881
139.37125,300,693.658887
367.51233,300,693.658894
190.66429,300,693.6589
296.50082,300,693.658906
-2259.8384,300,693.658911
150.0514,300,693.658917
343.42007,300,693.658923
131.00014,300,1380.496672
243.2922,300,1380.496877
245.20232,300,1380.496893
-900.15607,300,1380.496901
142.14828,300,1380.496908
400.80954,300,1380.496914
250.25525,300,1380.49692
280.42056,300,1380.496927
179.28874,300,1380.496934
210.66708,300,1380.496941
160.7274,300,1380.496947
221.11404,300,1380.496954
115.88739,300,1380.496965
300.15793,300,1380.496971
124.5249,300,1380.496977
281.69635,300,1380.496983
156.04588,300,1380.496989
77.20362,300,1380.496995
145.9588,300,1380.497001
178.08736,300,1380.497007
393.30447,300,1380.497013
49.230453,300,1380.497019
105.75441,300,1380.497029
190.75444,300,1380.497035
84.13391,300,1380.497041
180.59853,300,1380.497047
-2536.8562,300,1380.497054
138.807,300,1380.49706
94.42808,300,1380.497066
301.44473,300,1380.497073
157.59143,300,1380.497079
201.91446,300,1380.497085
302.23752,300,1380.497092
276.9375,300,1380.497098
260.9698,300,1380.497104
103.97736,300,1380.497111
72.07649,300,1380.497117
215.3196,300,1380.497122
111.25636,300,1380.497128
184.49744,300,1380.497134
172.01901,300,1380.49714
126.800835,300,1380.497146
348.96378,300,1380.497153
197.61891,300,1380.497159
228.88113,300,1380.497165
38.67374,300,1380.497171
114.42451,300,1380.497177
404.43808,300,1380.497183
121.14108,300,2055.985211
276.626,300,2055.985301
270.18326,300,2055.985317
65.00401,300,2055.985324
129.22702,300,2055.98533
390.9503,300,2055.985337
265.84598,300,2055.985343
269.39093,300,2055.985349
164.7067,300,2055.985356
240.89574,300,2055.985361
136.85574,300,2055.985368
171.54872,300,2055.985374
107.724014,300,2055.985381
292.4764,300,2055.985387
111.88588,300,2055.985394
276.9507,300,2055.985399
117.811874,300,2055.985405
56.90796,300,2055.985412
141.20358,300,2055.985418
206.21921,300,2055.985424
381.97482,300,2055.98543
40.7645,300,2055.985436
97.80433,300,2055.985442
229.91098,300,2055.985448
74.113556,300,2055.985455
143.51268,300,2055.985462
17.738007,300,2055.985468
120.50979,300,2055.985474
84.6179,300,2055.98548
262.0253,300,2055.985486
142.87343,300,2055.985492
185.80539,300,2055.985499
282.56754,300,2055.985509
315.0806,300,2055.985515
275.79987,300,2055.985521
137.19543,300,2055.985527
55.16744,300,2055.985533
194.36496,300,2055.985539
180.71179,300,2055.985545
233.05426,300,2055.985551
143.01869,300,2055.985557
122.65728,300,2055.985563
338.1547,300,2055.985572
256.3446,300,2055.985578
204.37556,300,2055.985584
20.283522,300,2055.98559
95.1279,300,2055.985595
367.60342,300,2055.985601
161.87407,300,2740.437046
270.8335,300,2740.437138
244.52072,300,2740.437149
-584.5013,300,2740.437155
159.0822,300,2740.437162
309.6019,300,2740.437168
289.5416,300,2740.437176
192.01837,300,2740.437182
147.8445,300,2740.437188
227.60536,300,2740.437194
184.00883,300,2740.437205
226.90363,300,2740.437211
117.176994,300,2740.437218
293.15326,300,2740.437224
165.29861,300,2740.43723
247.2416,300,2740.437237
172.61792,300,2740.437242
-204.77489,300,2740.437248
187.03123,300,2740.437254
206.03296,300,2740.43726
344.26044,300,2740.437266
-1528.8268,300,2740.437272
146.20963,300,2740.437279
193.14638,300,2740.437285
-258.5391,300,2740.437291
230.10483,300,2740.437297
49.258972,300,2740.437303
185.19577,300,2740.437309
128.54065,300,2740.437315
239.8287,300,2740.437321
181.63148,300,2740.437327
223.56396,300,2740.437332
328.3782,300,2740.437339
186.77975,300,2740.437345
281.91013,300,2740.437351
128.65312,300,2740.437357
101.711914,300,2740.437362
254.61298,300,2740.437368
110.73488,300,2740.437374
175.58049,300,2740.43738
212.48653,300,2740.437386
127.346535,300,2740.437391
349.51303,300,2740.437398
167.03366,300,2740.437404
284.3512,300,2740.437409
-2134.375,300,2740.437415
130.3388,300,2740.437422
236.62064,300,2740.437428
188.90227,300,3417.146113
298.29138,300,3417.146218
262.38275,300,3417.14623
139.22136,300,3417.146237
200.77449,300,3417.146244
436.72156,300,3417.14625
313.09616,300,3417.146257
257.7806,300,3417.146263
180.86717,300,3417.146269
254.2832,300,3417.146276
199.34184,300,3417.146282
274.98657,300,3417.146289
154.22559,300,3417.146295
346.74576,300,3417.146302
173.03044,300,3417.146308
304.3603,300,3417.146314
193.34769,300,3417.14632
110.53795,300,3417.146326
203.6959,300,3417.146333
211.6605,300,3417.146338
447.2285,300,3417.146344
105.91168,300,3417.14635
158.47263,300,3417.146358
216.32094,300,3417.146364
141.67947,300,3417.14637
254.70291,300,3417.146376
72.69441,300,3417.146383
201.72122,300,3417.146389
158.78125,300,3417.146395
305.7742,300,3417.146402
203.8712,300,3417.146408
253.25087,300,3417.146414
370.24896,300,3417.14642
214.94586,300,3417.146427
311.2984,300,3417.146433
140.08405,300,3417.146439
120.33663,300,3417.146445
272.29947,300,3417.14645
102.19421,300,3417.146456
184.95877,300,3417.146462
237.41472,300,3417.146468
155.1882,300,3417.146474
409.13565,300,3417.14648
185.91605,300,3417.146486
284.3641,300,3417.146492
75.69827,300,3417.146498
166.10353,300,3417.146504
391.2492,300,3417.146509
242.90105,300,4103.798229
422.0781,300,4103.79833
402.88065,300,4103.798342
128.97136,300,4103.798351
319.8565,300,4103.798357
523.11273,300,4103.798364
429.66553,300,4103.79837
460.20856,300,4103.798377
333.87866,300,4103.798384
342.50858,300,4103.79839
249.4481,300,4103.798396
377.6012,300,4103.798402
249.49878,300,4103.798409
472.17676,300,4103.798416
242.36685,300,4103.798422
521.8244,300,4103.798429
243.65382,300,4103.798434
124.88345,300,4103.79844
285.124,300,4103.798447
308.7332,300,4103.798453
527.40375,300,4103.798459
53.441635,300,4103.798465
214.20381,300,4103.798472
268.91254,300,4103.798478
181.08617,300,4103.798483
341.9466,300,4103.79849
92.5061,300,4103.798497
265.34222,300,4103.798503
176.4745,300,4103.79851
478.29272,300,4103.798516
290.44193,300,4103.798522
413.63065,300,4103.798527
476.3813,300,4103.798534
346.7723,300,4103.798541
433.33124,300,4103.798547
249.16571,300,4103.798553
153.61655,300,4103.798559
389.59802,300,4103.798564
162.34785,300,4103.798571
