#{"t_start": 1788799465.9889045, "env_id": "None"}
r,l,t
658.1827,300,686.449818
637.87897,300,686.449954
363.25287,300,686.449966
649.42535,300,686.449975
352.49542,300,686.449982
568.56116,300,686.449989
533.72656,300,686.449995
-685.7818,300,686.450004
308.1656,300,686.450012
679.7918,300,686.450019
588.87256,300,686.450025
637.33185,300,686.450032
381.96994,300,686.450039
479.4948,300,686.450046
362.36142,300,686.450052
499.59448,300,686.450058
245.0396,300,686.450064
623.5311,300,686.45007
283.31265,300,686.450076
558.1898,300,686.450082
335.2511,300,686.450088
149.15305,300,686.450094
286.83078,300,686.4501
372.2037,300,686.450107
657.2101,300,686.450113
34.050884,300,686.450119
199.71164,300,686.450125
425.30453,300,686.450133
180.67415,300,686.45014
479.6163,300,686.450148
73.96987,300,686.450155
357.19138,300,686.450161
227.72815,300,686.450169
563.11035,300,686.450175
386.80988,300,686.450181
425.0385,300,686.450187
614.9861,300,686.450193
685.0415,300,686.4502
600.44794,300,686.450206
197.18039,300,686.450212
136.11281,300,686.450217
549.92084,300,686.450223
233.09866,300,686.45023
621.0436,300,686.450236
414.40018,300,686.450241
300.32092,300,686.450247
648.864,300,686.450253
480.6751,300,686.450259
568.46405,300,1360.722145
599.2408,300,1360.722354
345.10898,300,1360.722368
624.34076,300,1360.722376
340.3946,300,1360.722382
506.81726,300,1360.722389
500.24567,300,1360.722396
165.2045,300,1360.722403
291.2172,300,1360.722409
571.3142,300,1360.722416
568.32544,300,1360.722423
607.23596,300,1360.72243
313.66183,300,1360.722437
429.55264,300,1360.722443
357.89795,300,1360.72245
476.93842,300,1360.722456
236.14023,300,1360.722463
616.6006,300,1360.722469
245.01067,300,1360.722475
559.73376,300,1360.722481
289.0719,300,1360.722487
127.32348,300,1360.722493
307.92886,300,1360.722503
391.9472,300,1360.72251
590.20325,300,1360.722516
-1183.5837,300,1360.722522
224.81065,300,1360.722529
339.8946,300,1360.722536
201.984,300,1360.722542
453.86777,300,1360.722548
-3146.3938,300,1360.722554
315.87866,300,1360.72256
214.17453,300,1360.722569
563.17426,300,1360.722576
337.0619,300,1360.722582
407.80066,300,1360.722588
616.325,300,1360.722594
570.82294,300,1360.7226
548.411,300,1360.722605
247.66855,300,1360.722611
154.8624,300,1360.722617
535.0084,300,1360.722622
170.47809,300,1360.722632
554.6567,300,1360.722638
396.2632,300,1360.722645
286.7553,300,1360.72265
619.932,300,1360.722656
308.40903,300,1360.722662
742.67,300,2025.703898
757.9738,300,2025.703987
406.0493,300,2025.703998
712.2914,300,2025.704005
370.10376,300,2025.704011
654.2996,300,2025.704017
635.3334,300,2025.704024
190.62903,300,2025.704029
315.74988,300,2025.704036
761.67615,300,2025.704041
673.1052,300,2025.704047
762.4133,300,2025.704053
461.87393,300,2025.70406
564.20874,300,2025.704067
387.43936,300,2025.704073
556.8719,300,2025.704079
211.36534,300,2025.704084
727.03906,300,2025.70409
280.0049,300,2025.704096
685.07214,300,2025.704102
343.67245,300,2025.704108
134.52295,300,2025.704114
305.3149,300,2025.704125
468.4887,300,2025.704132
764.18915,300,2025.704138
131.71103,300,2025.704144
216.51735,300,2025.704151
510.87265,300,2025.704157
189.6972,300,2025.704163
500.77795,300,2025.704169
76.90119,300,2025.704175
366.79422,300,2025.704181
220.61456,300,2025.704189
694.166,300,2025.704195
422.37537,300,2025.704202
484.56345,300,2025.704208
732.5193,300,2025.704213
803.1583,300,2025.704219
682.10034,300,2025.704225
252.05727,300,2025.704231
152.47305,300,2025.704237
609.15546,300,2025.704243
318.2099,300,2025.70425
744.01447,300,2025.704256
453.13492,300,2025.704262
293.92368,300,2025.704268
757.25464,300,2025.704273
460.1796,300,2025.704279
683.44904,300,2687.712074
697.0938,300,2687.712272
363.36365,300,2687.712285
666.24414,300,2687.712292
296.5604,300,2687.712298
606.2023,300,2687.712306
590.65356,300,2687.712321
192.60948,300,2687.712328
264.91943,300,2687.712334
698.1179,300,2687.71234
626.0107,300,2687.712348
674.5051,300,2687.712357
413.9104,300,2687.712364
519.7954,300,2687.712371
352.06525,300,2687.712377
537.27295,300,2687.712384
192.09706,300,2687.712389
671.84656,300,2687.712395
255.37183,300,2687.712402
629.60956,300,2687.712408
335.62106,300,2687.712415
123.57122,300,2687.712421
295.61124,300,2687.712427
431.03436,300,2687.712434
697.1653,300,2687.712439
132.50127,300,2687.712445
205.12985,300,2687.712451
427.01147,300,2687.712458
190.18324,300,2687.712464
508.72495,300,2687.71247
-220.14154,300,2687.712476
363.12982,300,2687.712483
231.24855,300,2687.712492
613.6364,300,2687.712498
389.5431,300,2687.712504
470.80988,300,2687.71251
674.31287,300,2687.712517
713.5218,300,2687.712523
634.62506,300,2687.712529
230.80914,300,2687.712534
94.709694,300,2687.71254
582.087,300,2687.712546
253.96576,300,2687.712557
621.07794,300,2687.712564
443.25928,300,2687.712569
241.28844,300,2687.712575
691.9357,300,2687.712581
542.43335,300,2687.712586
723.68024,300,3358.710585
753.86945,300,3358.710685
431.27838,300,3358.710697
714.7837,300,3358.710704
366.4494,300,3358.71071
654.4546,300,3358.710717
608.80554,300,3358.710723
146.3837,300,3358.710729
