#{"t_start": 1788796042.937774, "env_id": "None"}
r,l,t
364.56104,300,767.36768
350.86023,300,767.367786
-808.03516,300,767.3678
215.43529,300,767.367808
429.99088,300,767.367815
372.31924,300,767.367822
248.06773,300,767.367829
219.82167,300,767.367837
307.38885,300,767.367845
222.5737,300,767.367851
295.06006,300,767.367857
181.0854,300,767.367863
420.923,300,767.36787
211.66516,300,767.367876
320.39395,300,767.367882
234.02995,300,767.367888
127.6263,300,767.367894
226.2939,300,767.3679
244.12802,300,767.367906
440.4717,300,767.367912
-1226.0208,300,767.367918
179.44952,300,767.367924
283.28522,300,767.36793
163.89111,300,767.367936
296.06778,300,767.367942
-2404.6753,300,767.367949
235.1784,300,767.367955
178.30199,300,767.367961
342.53604,300,767.367967
253.97362,300,767.367974
271.86792,300,767.36798
428.13467,300,767.367987
227.60765,300,767.367994
377.19995,300,767.367999
182.88782,300,767.368006
140.25826,300,767.368011
334.6708,300,767.368017
168.25662,300,767.368023
189.81657,300,767.36803
279.4112,300,767.368036
187.32584,300,767.368041
456.3703,300,767.368047
223.29701,300,767.368053
350.5259,300,767.368059
91.361534,300,767.368065
188.1804,300,767.368071
375.61737,300,767.368076
240.74803,300,767.368082
325.31885,300,1485.801775
307.84302,300,1485.801868
149.2911,300,1485.801879
186.94888,300,1485.801886
417.13394,300,1485.801893
342.92267,300,1485.801899
254.60121,300,1485.801905
206.64314,300,1485.801912
287.7805,300,1485.801918
211.915,300,1485.801925
294.11972,300,1485.801932
169.11827,300,1485.801938
362.45834,300,1485.801944
203.95352,300,1485.801951
255.57808,300,1485.801957
234.67397,300,1485.801963
127.304,300,1485.801969
208.15623,300,1485.801975
219.53012,300,1485.801981
419.7003,300,1485.801987
115.23689,300,1485.801993
182.92937,300,1485.801999
253.83212,300,1485.802005
155.42195,300,1485.802011
297.28973,300,1485.802017
77.73955,300,1485.802024
245.48874,300,1485.80203
179.52612,300,1485.802037
305.41003,300,1485.802043
259.76123,300,1485.802049
260.93576,300,1485.802055
378.5445,300,1485.802061
260.19083,300,1485.802067
333.83167,300,1485.802073
172.3721,300,1485.802078
121.84176,300,1485.802085
323.76462,300,1485.80209
176.04192,300,1485.802096
222.31337,300,1485.802102
282.31628,300,1485.802107
193.5988,300,1485.802113
417.37143,300,1485.802119
226.64867,300,1485.802125
327.7543,300,1485.80213
82.53178,300,1485.802136
194.30222,300,1485.802142
334.88855,300,1485.802148
224.3473,300,1485.802154
339.5885,300,2203.738141
326.54846,300,2203.738217
160.34332,300,2203.738228
198.1941,300,2203.738236
457.40582,300,2203.738243
357.10608,300,2203.738249
313.32477,300,2203.738255
220.69313,300,2203.738261
282.93042,300,2203.738267
208.56226,300,2203.738274
294.87256,300,2203.73828
175.22145,300,2203.738286
401.50345,300,2203.738293
178.82344,300,2203.738298
313.72464,300,2203.738304
222.12306,300,2203.73831
133.80011,300,2203.738316
190.6255,300,2203.738322
219.51575,300,2203.738328
472.9279,300,2203.738333
126.86762,300,2203.738339
164.96806,300,2203.738345
256.7282,300,2203.738351
150.45856,300,2203.738357
285.32025,300,2203.738364
-3287.5342,300,2203.738371
230.37427,300,2203.738377
174.54268,300,2203.738383
331.06055,300,2203.738389
235.378,300,2203.738395
249.93417,300,2203.738401
407.19955,300,2203.738407
283.99203,300,2203.738421
363.3917,300,2203.738426
146.16779,300,2203.738432
128.6489,300,2203.738438
320.72665,300,2203.738444
168.89847,300,2203.73845
238.45079,300,2203.738463
263.9415,300,2203.73847
188.9418,300,2203.738475
450.54764,300,2203.738481
229.51839,300,2203.738487
342.3694,300,2203.738494
95.88821,300,2203.738499
185.6997,300,2203.738505
401.0121,300,2203.73851
218.83336,300,2203.738516
512.13416,300,2919.462942
498.29453,300,2919.463033
178.49701,300,2919.463043
281.29608,300,2919.46305
648.6104,300,2919.463057
527.49615,300,2919.463063
470.90897,300,2919.46307
349.8822,300,2919.463077
455.8565,300,2919.463083
326.57938,300,2919.463089
404.95984,300,2919.463099
244.9619,300,2919.463105
576.30676,300,2919.463111
263.7286,300,2919.463117
495.4789,300,2919.463123
292.20633,300,2919.463129
156.27934,300,2919.463135
308.98627,300,2919.46314
388.4485,300,2919.463146
656.75977,300,2919.463152
131.19551,300,2919.463158
216.62016,300,2919.463164
407.9309,300,2919.46317
186.10826,300,2919.463176
393.30325,300,2919.463182
101.27101,300,2919.463188
309.2221,300,2919.463194
204.68451,300,2919.4632
487.969,300,2919.463206
338.33044,300,2919.463212
394.1217,300,2919.463218
582.8543,300,2919.463224
516.4259,300,2919.46323
527.23334,300,2919.463236
279.65265,300,2919.463242
160.45114,300,2919.463248
462.70435,300,2919.463254
