#{"t_start": 1788799506.108959, "env_id": "None"}
r,l,t
117.56439,300,691.40744
207.26208,300,691.407567
205.3482,300,691.40758
70.520226,300,691.407589
107.19393,300,691.407596
321.87198,300,691.407603
221.39313,300,691.407609
212.5358,300,691.407618
118.21666,300,691.407626
179.80678,300,691.407632
137.92967,300,691.407638
174.8273,300,691.407644
81.09256,300,691.407651
260.46286,300,691.407657
109.41544,300,691.407663
217.78255,300,691.407669
104.965225,300,691.407675
62.934013,300,691.407681
123.68383,300,691.407686
164.552,300,691.407692
304.32355,300,691.407698
53.04234,300,691.407704
88.0495,300,691.407713
154.10844,300,691.407721
81.41241,300,691.407727
160.00517,300,691.407733
-2598.834,300,691.407739
95.25993,300,691.407747
15.369497,300,691.407753
214.71295,300,691.407759
103.43583,300,691.407765
171.87262,300,691.40777
263.12747,300,691.407777
265.20776,300,691.407784
229.04561,300,691.407789
101.820526,300,691.407795
70.262955,300,691.407801
182.89868,300,691.407807
108.252235,300,691.407813
158.15134,300,691.407819
148.48007,300,691.407825
92.89659,300,691.40783
294.64618,300,691.407837
159.75633,300,691.407843
206.0315,300,691.407848
-2288.7441,300,691.407855
86.78781,300,691.407861
287.3625,300,691.407867
128.46465,300,1345.358253
271.5825,300,1345.358326
280.0069,300,1345.358338
73.74548,300,1345.358346
114.06902,300,1345.358352
502.89188,300,1345.358359
285.06055,300,1345.358365
198.57632,300,1345.358371
174.06741,300,1345.358377
246.27985,300,1345.358384
157.11018,300,1345.358391
208.94423,300,1345.358397
79.33118,300,1345.358404
305.621,300,1345.35841
102.391975,300,1345.358416
267.72675,300,1345.358423
133.71751,300,1345.358428
62.29079,300,1345.358435
151.76915,300,1345.358441
210.70557,300,1345.358447
497.09842,300,1345.358453
53.93487,300,1345.358459
92.01278,300,1345.358465
198.44485,300,1345.358471
79.54184,300,1345.358477
177.76697,300,1345.358483
25.213667,300,1345.358489
137.94275,300,1345.358496
98.32989,300,1345.358502
254.13962,300,1345.358522
165.17896,300,1345.358529
206.35056,300,1345.358535
327.51474,300,1345.358541
279.9588,300,1345.358548
279.91623,300,1345.358554
111.30618,300,1345.35856
61.424923,300,1345.358566
223.2882,300,1345.358571
127.3469,300,1345.358577
220.45885,300,1345.358584
165.3248,300,1345.35859
80.49126,300,1345.358596
434.44034,300,1345.358603
202.08041,300,1345.358608
257.19244,300,1345.358614
30.464815,300,1345.35862
101.505264,300,1345.358626
432.6042,300,1345.358632
172.84642,300,1998.482145
388.43762,300,1998.482223
372.9084,300,1998.482235
110.653145,300,1998.482242
164.08472,300,1998.482249
575.56824,300,1998.482255
399.28223,300,1998.482261
286.0225,300,1998.482267
198.9665,300,1998.482274
316.79007,300,1998.48228
202.40878,300,1998.482286
329.0298,300,1998.482292
123.894135,300,1998.482299
473.72723,300,1998.482305
177.52867,300,1998.482311
335.8059,300,1998.482317
214.5302,300,1998.482323
93.01712,300,1998.482329
193.31372,300,1998.482335
250.0792,300,1998.482341
595.2499,300,1998.482347
-789.9501,300,1998.482352
136.67526,300,1998.48236
256.5646,300,1998.482365
118.915215,300,1998.482372
287.00534,300,1998.482379
-3471.2178,300,1998.482385
214.15186,300,1998.482392
143.43056,300,1998.482398
426.04114,300,1998.482404
253.89468,300,1998.48241
263.54984,300,1998.482416
475.05078,300,1998.482423
324.02084,300,1998.48243
419.28925,300,1998.482436
161.06485,300,1998.482441
105.51075,300,1998.482448
352.0266,300,1998.482454
152.50365,300,1998.482459
248.83246,300,1998.482466
259.6922,300,1998.482472
143.76305,300,1998.482478
551.67,300,1998.482485
241.90425,300,1998.482491
380.38885,300,1998.482497
-1492.5221,300,1998.482502
163.68091,300,1998.482515
526.73846,300,1998.482521
136.00548,300,2636.028693
277.7316,300,2636.028776
272.17633,300,2636.028787
76.39391,300,2636.028794
120.33761,300,2636.028801
