#{"t_start": 1788796030.3312504, "env_id": "None"}
r,l,t
667.6201,300,717.261725
612.32996,300,717.261827
641.2178,300,717.26184
676.35144,300,717.261848
435.31232,300,717.261854
594.75745,300,717.261861
680.7997,300,717.261867
608.8754,300,717.261876
664.2863,300,717.261883
635.05597,300,717.261889
672.27344,300,717.261895
629.7387,300,717.261907
648.5523,300,717.261914
436.4281,300,717.26192
665.98395,300,717.261926
469.21082,300,717.261932
670.57556,300,717.261938
513.03436,300,717.261944
400.391,300,717.26195
534.9516,300,717.261956
668.8149,300,717.261962
683.6411,300,717.261968
419.76907,300,717.261975
444.66782,300,717.261981
661.38904,300,717.261987
518.87775,300,717.261993
635.74713,300,717.261999
402.46747,300,717.262008
390.85623,300,717.262016
414.47275,300,717.262022
675.3824,300,717.262028
521.5773,300,717.262035
639.2354,300,717.262041
658.5736,300,717.262047
679.62683,300,717.262053
614.7622,300,717.262059
522.3644,300,717.262064
205.80681,300,717.26207
649.78876,300,717.262076
664.895,300,717.262082
668.8324,300,717.262088
636.1808,300,717.262093
616.2578,300,717.2621
673.76587,300,717.262106
687.0559,300,717.262111
657.6309,300,717.262117
416.71774,300,717.262122
564.76685,300,717.262128
773.3091,300,1452.052956
722.1578,300,1452.053039
760.8102,300,1452.05305
781.9005,300,1452.053057
476.83685,300,1452.053063
690.2998,300,1452.05307
787.4785,300,1452.053077
755.291,300,1452.053083
780.7649,300,1452.053089
745.37836,300,1452.053095
803.47925,300,1452.053102
740.3242,300,1452.053108
740.4056,300,1452.053115
609.40533,300,1452.053121
783.51917,300,1452.053128
617.41876,300,1452.053134
777.817,300,1452.05314
647.3961,300,1452.053146
510.4845,300,1452.053152
636.3974,300,1452.053158
764.94666,300,1452.053164
787.7955,300,1452.053169
533.34485,300,1452.053175
549.28577,300,1452.053181
799.14905,300,1452.053187
623.5467,300,1452.053193
747.2764,300,1452.053199
476.65015,300,1452.053205
474.0827,300,1452.053211
528.1492,300,1452.053217
780.0186,300,1452.053223
649.7284,300,1452.053229
756.09796,300,1452.053235
781.7247,300,1452.053241
789.17816,300,1452.053246
760.88947,300,1452.053252
680.70544,300,1452.053258
381.04135,300,1452.053264
766.9397,300,1452.05327
782.148,300,1452.053276
783.9907,300,1452.053282
735.76556,300,1452.053287
729.81165,300,1452.053293
783.683,300,1452.053299
802.9128,300,1452.053305
767.8256,300,1452.053311
471.49622,300,1452.053317
657.3346,300,1452.053323
777.7755,300,2175.32386
729.2129,300,2175.323948
753.5648,300,2175.323961
779.1819,300,2175.323968
574.5116,300,2175.323974
694.1975,300,2175.323981
790.21014,300,2175.323987
725.1734,300,2175.323994
783.79645,300,2175.324001
751.9939,300,2175.324007
798.34607,300,2175.324013
749.36566,300,2175.32402
752.951,300,2175.324027
562.8752,300,2175.324033
787.77234,300,2175.32404
572.52985,300,2175.324046
783.47906,300,2175.324052
619.53723,300,2175.324058
